Nom;Prenom;email;age;Domaine_professionnel;Compétences_acquises;Compétences_en_court;Niveau_de_maîtrise;Compétences_cibles;Durée_apprentissage_par_compétence;Dernière_activité;Score
Smith;Amanda;rbullock@miller.com;24;Médecine;"SQL, Gestion de projet, Machine Learning";"SQL, Machine Learning";Intermédiaire;"Cloud Computing, Deep Learning";"5 mois, 4 mois, 5 mois";19/01/2025;9
Larson;Holly;joseph34@gmail.com;42;Finance;"Gestion de projet, DevOps, Java";"Machine Learning, SQL";Avancé;"Deep Learning, Blockchain";"6 mois, 4 mois, 1 mois";26/02/2025;4
Floyd;Paul;smithashley@yahoo.com;20;Informatique;"Python, SQL, Cloud";"DevOps, Machine Learning";Débutant;"Docker, Blockchain";"5 mois, 5 mois, 2 mois";01/03/2025;1
Clark;Shelia;brandonvargas@hotmail.com;28;Ingénierie;"Java, DevOps, Python";"Machine Learning, DevOps";Intermédiaire;"Docker, Cloud Computing";"6 mois, 2 mois, 1 mois";07/02/2025;5
Gonzales;Karen;sharonmccarthy@walsh-perez.net;38;Informatique;"Python, Gestion de projet, Cloud";"Java, SQL";Débutant;"Deep Learning, Kubernetes";"4 mois, 2 mois, 2 mois";05/01/2025;9
Villarreal;Molly;jonesnatalie@davis.org;40;Informatique;"Machine Learning, Python, Java";"SQL, Python";Avancé;"Cloud Computing, Kubernetes";"1 mois, 2 mois, 2 mois";10/01/2025;8
Mclaughlin;Carrie;joanna54@copeland.com;22;Médecine;"Gestion de projet, Machine Learning, Java";"SQL, Gestion de projet";Débutant;"Docker, Cloud Computing";"5 mois, 2 mois, 6 mois";02/02/2025;5
Cook;Sabrina;xlewis@marquez-thomas.com;51;Ingénierie;"Gestion de projet, Python, Machine Learning";"DevOps, Machine Learning";Intermédiaire;"Blockchain, Docker";"4 mois, 2 mois, 3 mois";15/01/2025;1
Gray;Suzanne;michael84@rangel.com;28;Informatique;"DevOps, SQL, Cloud";"Machine Learning, SQL";Avancé;"Docker, Blockchain";"4 mois, 1 mois, 5 mois";28/01/2025;2
Duran;Tara;kennethwilliams@hotmail.com;36;Informatique;"DevOps, Machine Learning, Cloud";"Java, Gestion de projet";Avancé;"Docker, Blockchain";"5 mois, 5 mois, 1 mois";07/02/2025;9
Thomas;Steven;jhorne@hotmail.com;60;Ingénierie;"DevOps, Gestion de projet, Machine Learning";"Machine Learning, SQL";Débutant;"Cloud Computing, Kubernetes";"5 mois, 3 mois, 3 mois";19/01/2025;3
Thomas;Lisa;dean12@yahoo.com;31;Médecine;"Cloud, SQL, DevOps";"Cloud, Python";Débutant;"Docker, Blockchain";"6 mois, 3 mois, 4 mois";12/02/2025;6
Rogers;Amy;shernandez@yahoo.com;36;Marketing;"Java, DevOps, Python";"Machine Learning, Java";Intermédiaire;"Deep Learning, Cloud Computing";"1 mois, 5 mois, 1 mois";22/01/2025;10
Yates;Michael;cindy97@stewart-powell.com;27;Médecine;"Cloud, Machine Learning, Gestion de projet";"Gestion de projet, DevOps";Avancé;"Deep Learning, Blockchain";"2 mois, 4 mois, 1 mois";16/02/2025;5
Gilbert;Brian;usimon@nelson.org;59;Informatique;"Java, Machine Learning, Python";"Machine Learning, Gestion de projet";Avancé;"Blockchain, Cloud Computing";"3 mois, 3 mois, 5 mois";03/01/2025;2
Diaz;Gary;alexandergray@hotmail.com;39;Marketing;"SQL, DevOps, Java";"Python, Java";Intermédiaire;"Docker, Blockchain";"6 mois, 6 mois, 1 mois";01/03/2025;7
Henderson;Edward;vanessahernandez@yahoo.com;56;Ingénierie;"Python, SQL, DevOps";"Java, SQL";Intermédiaire;"Kubernetes, Cloud Computing";"6 mois, 5 mois, 3 mois";07/02/2025;9
Morrison;Diane;ritafleming@ross.info;50;Finance;"Java, Machine Learning, Gestion de projet";"Java, Gestion de projet";Débutant;"Kubernetes, Cloud Computing";"2 mois, 1 mois, 3 mois";28/01/2025;8
Norman;John;ggonzalez@hotmail.com;38;Ingénierie;"Java, SQL, Machine Learning";"DevOps, SQL";Intermédiaire;"Blockchain, Docker";"2 mois, 4 mois, 5 mois";17/02/2025;9
Manning;Michael;ryan12@hotmail.com;33;Informatique;"Cloud, DevOps, Python";"Gestion de projet, DevOps";Avancé;"Cloud Computing, Blockchain";"2 mois, 2 mois, 2 mois";03/02/2025;4
Colon;Aaron;tfranco@silva.info;45;Finance;"SQL, Machine Learning, Java";"SQL, DevOps";Avancé;"Cloud Computing, Blockchain";"4 mois, 4 mois, 3 mois";25/02/2025;9
Coleman;Andrew;dominiquegutierrez@hunter-odonnell.com;34;Informatique;"Python, DevOps, SQL";"Cloud, Machine Learning";Débutant;"Kubernetes, Deep Learning";"2 mois, 3 mois, 4 mois";16/01/2025;8
Young;Richard;dianatownsend@hotmail.com;20;Informatique;"Cloud, Machine Learning, Gestion de projet";"Cloud, Machine Learning";Avancé;"Deep Learning, Kubernetes";"4 mois, 3 mois, 6 mois";25/01/2025;6
Love;Mark;john30@smith.net;23;Informatique;"DevOps, SQL, Java";"Gestion de projet, Java";Débutant;"Cloud Computing, Docker";"2 mois, 6 mois, 3 mois";18/02/2025;2
Lynch;Evan;camachomary@thompson-johnson.com;55;Finance;"Java, Gestion de projet, Cloud";"Cloud, Python";Débutant;"Docker, Blockchain";"6 mois, 5 mois, 5 mois";11/02/2025;6
Lawrence;Janice;richard60@jacobs.org;26;Ingénierie;"Cloud, Java, SQL";"Java, SQL";Débutant;"Cloud Computing, Kubernetes";"5 mois, 5 mois, 3 mois";25/01/2025;7
Holmes;Lisa;hollythompson@hotmail.com;36;Ingénierie;"SQL, DevOps, Python";"Gestion de projet, Python";Avancé;"Kubernetes, Cloud Computing";"5 mois, 3 mois, 6 mois";30/01/2025;10
Sutton;Robert;carmenorr@gmail.com;24;Ingénierie;"SQL, Python, Cloud";"Python, Gestion de projet";Débutant;"Deep Learning, Blockchain";"5 mois, 3 mois, 1 mois";20/01/2025;6
Hammond;Tracy;brittanyherrera@hotmail.com;21;Informatique;"DevOps, Gestion de projet, SQL";"DevOps, Python";Intermédiaire;"Cloud Computing, Docker";"6 mois, 3 mois, 4 mois";08/01/2025;6
Howell;Karen;fjohnson@lee.biz;32;Finance;"Machine Learning, Python, SQL";"DevOps, Cloud";Intermédiaire;"Docker, Deep Learning";"6 mois, 6 mois, 4 mois";10/02/2025;1
Hayden;Matthew;lopeztom@gallegos.com;51;Finance;"Cloud, Python, Java";"Cloud, SQL";Intermédiaire;"Blockchain, Deep Learning";"2 mois, 6 mois, 2 mois";12/02/2025;4
Grant;Julie;zbridges@grant-rodriguez.com;52;Médecine;"DevOps, Java, Machine Learning";"Java, Cloud";Intermédiaire;"Kubernetes, Cloud Computing";"6 mois, 1 mois, 3 mois";07/01/2025;1
Becker;Jeremy;smallscott@yahoo.com;35;Médecine;"Cloud, Java, Python";"SQL, Gestion de projet";Intermédiaire;"Cloud Computing, Blockchain";"4 mois, 1 mois, 2 mois";22/02/2025;4
Moody;Brittany;choward@holloway.com;34;Informatique;"Gestion de projet, Cloud, SQL";"Cloud, Java";Avancé;"Blockchain, Cloud Computing";"6 mois, 2 mois, 1 mois";22/01/2025;1
Buckley;Nicole;bradleydavis@sanchez-garcia.com;23;Ingénierie;"DevOps, Python, Machine Learning";"DevOps, Cloud";Débutant;"Cloud Computing, Docker";"2 mois, 2 mois, 1 mois";09/02/2025;6
Hernandez;Derrick;gjones@crawford.org;60;Médecine;"DevOps, Cloud, Python";"SQL, Cloud";Intermédiaire;"Kubernetes, Docker";"2 mois, 3 mois, 2 mois";18/02/2025;1
White;Theresa;houstonscott@yahoo.com;41;Finance;"Python, Machine Learning, Gestion de projet";"Cloud, SQL";Avancé;"Kubernetes, Blockchain";"2 mois, 4 mois, 3 mois";28/01/2025;2
Olson;Thomas;smithjessica@burgess.org;58;Finance;"DevOps, Python, Machine Learning";"Python, Cloud";Intermédiaire;"Kubernetes, Blockchain";"4 mois, 4 mois, 1 mois";30/01/2025;7
Rios;Juan;howellwesley@yahoo.com;60;Informatique;"Gestion de projet, Cloud, SQL";"SQL, Java";Intermédiaire;"Blockchain, Deep Learning";"5 mois, 2 mois, 6 mois";09/02/2025;5
Lee;Hunter;michael26@cook.org;52;Informatique;"DevOps, Cloud, Java";"Cloud, Java";Intermédiaire;"Deep Learning, Docker";"1 mois, 3 mois, 5 mois";02/03/2025;8
Lam;David;david27@hotmail.com;43;Ingénierie;"Python, Cloud, DevOps";"DevOps, Java";Intermédiaire;"Cloud Computing, Blockchain";"4 mois, 5 mois, 1 mois";09/02/2025;10
Melton;Gina;ycox@gallagher-robertson.com;59;Finance;"Java, Machine Learning, Python";"Java, Cloud";Avancé;"Deep Learning, Cloud Computing";"6 mois, 6 mois, 3 mois";26/01/2025;1
Weiss;Miranda;michael25@gonzalez.com;34;Informatique;"SQL, DevOps, Machine Learning";"Gestion de projet, SQL";Intermédiaire;"Deep Learning, Cloud Computing";"3 mois, 2 mois, 2 mois";21/02/2025;2
Cherry;Bryan;ljohnson@pierce.com;49;Médecine;"SQL, Cloud, Java";"DevOps, Gestion de projet";Avancé;"Blockchain, Cloud Computing";"5 mois, 1 mois, 6 mois";19/02/2025;9
Burch;Joseph;yholland@gmail.com;43;Ingénierie;"Cloud, Machine Learning, Gestion de projet";"Java, SQL";Intermédiaire;"Docker, Blockchain";"3 mois, 5 mois, 6 mois";26/02/2025;3
Holder;Barbara;wnunez@rodriguez.info;44;Finance;"Cloud, Gestion de projet, Machine Learning";"Python, Cloud";Débutant;"Cloud Computing, Kubernetes";"2 mois, 2 mois, 1 mois";02/01/2025;1
Washington;Deborah;josephflynn@yahoo.com;41;Marketing;"Python, Java, Gestion de projet";"Python, DevOps";Avancé;"Deep Learning, Blockchain";"3 mois, 3 mois, 4 mois";17/01/2025;1
Fuentes;Haley;epacheco@griffin.com;23;Médecine;"Gestion de projet, DevOps, Python";"SQL, Cloud";Intermédiaire;"Kubernetes, Docker";"4 mois, 4 mois, 2 mois";22/02/2025;9
Cole;Cory;bakeralexis@bradshaw-smith.com;22;Ingénierie;"Machine Learning, Python, Java";"Python, SQL";Débutant;"Kubernetes, Docker";"6 mois, 6 mois, 6 mois";05/02/2025;2
Schroeder;Jimmy;andrewhenson@hotmail.com;21;Marketing;"DevOps, Gestion de projet, Java";"DevOps, Gestion de projet";Intermédiaire;"Cloud Computing, Docker";"1 mois, 4 mois, 4 mois";01/02/2025;1
Warren;John;russellwilson@hotmail.com;49;Ingénierie;"Machine Learning, Python, Gestion de projet";"Machine Learning, DevOps";Avancé;"Kubernetes, Cloud Computing";"2 mois, 6 mois, 2 mois";31/01/2025;4
Downs;Karen;kathy70@gmail.com;23;Ingénierie;"Java, Gestion de projet, DevOps";"Java, SQL";Intermédiaire;"Cloud Computing, Docker";"3 mois, 4 mois, 3 mois";22/02/2025;5
Hernandez;Katelyn;grace53@gmail.com;31;Médecine;"Machine Learning, Gestion de projet, Java";"Python, Cloud";Débutant;"Kubernetes, Deep Learning";"2 mois, 4 mois, 4 mois";24/02/2025;5
Smith;Kathleen;hmunoz@hotmail.com;57;Informatique;"Gestion de projet, Java, DevOps";"Python, Cloud";Avancé;"Blockchain, Cloud Computing";"3 mois, 4 mois, 6 mois";27/01/2025;4
Daniels;John;georgejoshua@perez-burns.com;32;Finance;"Python, SQL, Java";"DevOps, Python";Débutant;"Cloud Computing, Deep Learning";"2 mois, 6 mois, 5 mois";02/03/2025;2
Kaiser;Michael;lalexander@chapman.com;25;Ingénierie;"Java, Machine Learning, DevOps";"SQL, Cloud";Avancé;"Deep Learning, Kubernetes";"4 mois, 5 mois, 5 mois";19/02/2025;6
Smith;Amber;melissa19@yahoo.com;38;Finance;"Python, Gestion de projet, DevOps";"Gestion de projet, Java";Avancé;"Kubernetes, Docker";"2 mois, 5 mois, 5 mois";13/02/2025;4
Landry;Kevin;john03@yahoo.com;42;Marketing;"Cloud, Python, DevOps";"DevOps, SQL";Avancé;"Docker, Kubernetes";"6 mois, 5 mois, 2 mois";26/01/2025;10
Jacobs;Heather;jasmine45@yahoo.com;37;Informatique;"Java, Python, Machine Learning";"Java, Machine Learning";Intermédiaire;"Deep Learning, Cloud Computing";"6 mois, 1 mois, 1 mois";09/02/2025;2
Ballard;James;ygriffin@beltran-garza.com;45;Marketing;"Machine Learning, SQL, Java";"SQL, Machine Learning";Intermédiaire;"Docker, Deep Learning";"6 mois, 4 mois, 1 mois";13/01/2025;6
Giles;Amanda;david36@hotmail.com;29;Marketing;"Java, Python, DevOps";"Machine Learning, DevOps";Intermédiaire;"Docker, Blockchain";"4 mois, 6 mois, 5 mois";25/02/2025;2
King;Jody;wheelerpaul@gmail.com;47;Informatique;"Java, Python, SQL";"Java, Cloud";Intermédiaire;"Deep Learning, Docker";"5 mois, 2 mois, 2 mois";22/01/2025;4
Tucker;Daniel;steven44@hotmail.com;56;Marketing;"Cloud, DevOps, Python";"Java, Gestion de projet";Intermédiaire;"Deep Learning, Blockchain";"1 mois, 1 mois, 1 mois";01/02/2025;9
Jordan;Sandra;clinedebra@harper.net;38;Finance;"SQL, Cloud, Java";"SQL, Java";Avancé;"Deep Learning, Docker";"2 mois, 1 mois, 3 mois";21/02/2025;8
Wagner;Linda;schmidtsteven@mcclure.com;23;Informatique;"Machine Learning, Java, Python";"Python, Gestion de projet";Avancé;"Docker, Blockchain";"3 mois, 2 mois, 2 mois";02/01/2025;7
Mason;Gavin;campbelllorraine@gmail.com;36;Marketing;"DevOps, Java, Cloud";"Python, SQL";Débutant;"Deep Learning, Blockchain";"3 mois, 5 mois, 1 mois";19/02/2025;5
Herman;Megan;wrightjennifer@yahoo.com;59;Finance;"SQL, Python, Gestion de projet";"Gestion de projet, Machine Learning";Intermédiaire;"Deep Learning, Cloud Computing";"1 mois, 6 mois, 4 mois";20/02/2025;8
Miller;Jeanette;kendra85@rice-sanders.com;51;Ingénierie;"Java, Cloud, DevOps";"Machine Learning, DevOps";Intermédiaire;"Kubernetes, Blockchain";"2 mois, 1 mois, 2 mois";16/01/2025;6
Soto;Rachel;luis96@gmail.com;30;Informatique;"Cloud, DevOps, Python";"Java, Cloud";Avancé;"Cloud Computing, Deep Learning";"6 mois, 3 mois, 4 mois";05/02/2025;10
Brown;Carl;deannadavis@donovan.com;23;Ingénierie;"Machine Learning, Python, Java";"Python, Cloud";Intermédiaire;"Cloud Computing, Docker";"2 mois, 1 mois, 1 mois";12/01/2025;10
Leblanc;Joseph;timothy21@gmail.com;21;Ingénierie;"SQL, Python, Gestion de projet";"SQL, Cloud";Intermédiaire;"Cloud Computing, Kubernetes";"5 mois, 6 mois, 1 mois";14/01/2025;7
Walton;Paula;vpatterson@gmail.com;29;Informatique;"Machine Learning, Gestion de projet, Cloud";"DevOps, Java";Intermédiaire;"Blockchain, Cloud Computing";"3 mois, 4 mois, 4 mois";13/02/2025;3
Duran;Jennifer;paulbrian@gmail.com;42;Informatique;"Machine Learning, Gestion de projet, Cloud";"Cloud, SQL";Débutant;"Blockchain, Kubernetes";"2 mois, 4 mois, 5 mois";23/02/2025;3
Bush;Kathy;allenheather@reese-warren.com;34;Finance;"Machine Learning, Python, DevOps";"Java, DevOps";Débutant;"Deep Learning, Cloud Computing";"2 mois, 6 mois, 6 mois";08/02/2025;6
Dixon;Laurie;jimenezjill@hotmail.com;48;Finance;"SQL, DevOps, Machine Learning";"Python, Machine Learning";Intermédiaire;"Kubernetes, Docker";"3 mois, 3 mois, 4 mois";11/01/2025;3
Black;David;maryyates@yahoo.com;20;Finance;"Java, Cloud, DevOps";"Gestion de projet, Java";Avancé;"Kubernetes, Deep Learning";"6 mois, 1 mois, 4 mois";05/01/2025;8
Page;Jennifer;larryadams@yahoo.com;25;Marketing;"Machine Learning, Gestion de projet, Cloud";"DevOps, Cloud";Débutant;"Cloud Computing, Deep Learning";"1 mois, 5 mois, 5 mois";26/02/2025;5
Carter;Austin;wrobinson@villegas.com;55;Informatique;"DevOps, Machine Learning, Gestion de projet";"Python, Machine Learning";Débutant;"Kubernetes, Deep Learning";"5 mois, 2 mois, 6 mois";25/01/2025;1
Webb;Elizabeth;floresann@hotmail.com;25;Marketing;"Python, DevOps, Gestion de projet";"Machine Learning, DevOps";Intermédiaire;"Cloud Computing, Kubernetes";"3 mois, 1 mois, 4 mois";21/02/2025;4
Wheeler;Douglas;kimberlymcintyre@gmail.com;22;Marketing;"DevOps, Gestion de projet, Python";"SQL, DevOps";Intermédiaire;"Blockchain, Kubernetes";"3 mois, 2 mois, 1 mois";19/02/2025;8
Murray;Erika;cesarsimon@gmail.com;54;Finance;"Machine Learning, Gestion de projet, DevOps";"Machine Learning, Java";Intermédiaire;"Cloud Computing, Blockchain";"1 mois, 4 mois, 5 mois";19/01/2025;10
Smith;Darlene;rodgersveronica@yahoo.com;38;Finance;"Machine Learning, SQL, DevOps";"Java, Gestion de projet";Avancé;"Blockchain, Deep Learning";"4 mois, 2 mois, 6 mois";04/02/2025;7
Cruz;Jennifer;arthurmartin@baker-mcdaniel.com;36;Informatique;"Java, Python, SQL";"Python, SQL";Intermédiaire;"Cloud Computing, Deep Learning";"4 mois, 4 mois, 2 mois";02/02/2025;7
Vasquez;Mary;ijohnson@brown.net;40;Marketing;"DevOps, Java, Cloud";"Java, Cloud";Débutant;"Blockchain, Kubernetes";"3 mois, 3 mois, 2 mois";29/01/2025;2
Chambers;Deborah;richardperez@gallegos-dean.net;38;Finance;"Gestion de projet, Cloud, Java";"Gestion de projet, Python";Débutant;"Docker, Cloud Computing";"5 mois, 2 mois, 5 mois";21/01/2025;5
Martin;Zachary;donald19@thornton-navarro.com;34;Ingénierie;"Python, Machine Learning, Gestion de projet";"Gestion de projet, Machine Learning";Débutant;"Kubernetes, Deep Learning";"1 mois, 4 mois, 4 mois";11/02/2025;8
Richmond;Amy;theresa67@sandoval.biz;48;Finance;"Java, Machine Learning, SQL";"SQL, Cloud";Débutant;"Deep Learning, Blockchain";"4 mois, 4 mois, 4 mois";23/02/2025;7
Best;Barry;scott64@gmail.com;42;Marketing;"SQL, Cloud, Python";"Python, Java";Intermédiaire;"Docker, Cloud Computing";"2 mois, 4 mois, 3 mois";24/02/2025;3
Foster;Melissa;courtneylucero@soto.org;21;Marketing;"Gestion de projet, Cloud, Python";"Python, Cloud";Débutant;"Cloud Computing, Docker";"2 mois, 2 mois, 3 mois";09/01/2025;7
Meadows;Justin;psmith@gmail.com;23;Médecine;"DevOps, Python, Java";"Cloud, Machine Learning";Débutant;"Deep Learning, Docker";"5 mois, 3 mois, 4 mois";02/02/2025;10
Fitzpatrick;Kathryn;andersonrobert@smith.com;48;Finance;"Machine Learning, Gestion de projet, Cloud";"Machine Learning, Gestion de projet";Intermédiaire;"Kubernetes, Cloud Computing";"1 mois, 1 mois, 2 mois";13/01/2025;7
Jackson;James;okelly@johnson.com;47;Ingénierie;"Machine Learning, DevOps, Cloud";"Cloud, Java";Intermédiaire;"Blockchain, Kubernetes";"1 mois, 5 mois, 5 mois";09/01/2025;8
Armstrong;Bobby;tgardner@juarez.com;30;Ingénierie;"DevOps, Python, SQL";"DevOps, Java";Débutant;"Deep Learning, Docker";"1 mois, 2 mois, 4 mois";28/02/2025;4
Bryan;Vincent;glenda22@yahoo.com;47;Finance;"Machine Learning, Cloud, Java";"Machine Learning, Cloud";Avancé;"Cloud Computing, Docker";"1 mois, 1 mois, 2 mois";23/01/2025;7
Morgan;Elizabeth;yjones@hotmail.com;58;Finance;"Python, Gestion de projet, Cloud";"Java, Gestion de projet";Intermédiaire;"Cloud Computing, Kubernetes";"6 mois, 4 mois, 1 mois";15/02/2025;9
Graham;Katherine;emily67@berger-buck.net;29;Médecine;"Java, Machine Learning, SQL";"Machine Learning, Cloud";Intermédiaire;"Cloud Computing, Blockchain";"1 mois, 5 mois, 4 mois";15/01/2025;10
Ward;Daniel;tonigarcia@salas.info;29;Médecine;"Machine Learning, Gestion de projet, Python";"Gestion de projet, DevOps";Intermédiaire;"Docker, Kubernetes";"1 mois, 3 mois, 4 mois";24/01/2025;9
Hart;Jeffrey;stevenslisa@powers.com;57;Médecine;"Gestion de projet, Python, Machine Learning";"Python, Gestion de projet";Débutant;"Kubernetes, Blockchain";"1 mois, 1 mois, 2 mois";06/01/2025;6
Luna;Paul;edwardcobb@jackson-patterson.biz;46;Marketing;"Cloud, Machine Learning, SQL";"Java, Gestion de projet";Avancé;"Cloud Computing, Docker";"3 mois, 1 mois, 1 mois";26/01/2025;2
Turner;Ivan;lozanojesse@collins.info;50;Ingénierie;"DevOps, Java, SQL";"Machine Learning, SQL";Avancé;"Blockchain, Deep Learning";"4 mois, 3 mois, 2 mois";23/02/2025;10
Brown;Anthony;durhamjennifer@gmail.com;21;Médecine;"SQL, Gestion de projet, Python";"SQL, Python";Intermédiaire;"Docker, Deep Learning";"3 mois, 4 mois, 5 mois";17/01/2025;7
Mendoza;Daniel;mooregloria@bryant.com;28;Finance;"Java, SQL, DevOps";"Java, DevOps";Intermédiaire;"Blockchain, Docker";"2 mois, 6 mois, 5 mois";17/01/2025;7
Ho;Tammy;omichael@yahoo.com;52;Informatique;"DevOps, Machine Learning, Gestion de projet";"DevOps, SQL";Avancé;"Deep Learning, Blockchain";"1 mois, 3 mois, 5 mois";26/01/2025;10
Moran;Melissa;thomasdaniel@gmail.com;50;Informatique;"DevOps, Cloud, Machine Learning";"Machine Learning, Python";Intermédiaire;"Deep Learning, Cloud Computing";"3 mois, 3 mois, 4 mois";09/01/2025;7
Hayes;Amanda;ochavez@hotmail.com;33;Finance;"DevOps, Machine Learning, Java";"DevOps, Java";Intermédiaire;"Deep Learning, Kubernetes";"3 mois, 5 mois, 6 mois";07/02/2025;5
Howard;Denise;chapmansean@gmail.com;60;Informatique;"Python, Java, Machine Learning";"Cloud, Java";Débutant;"Cloud Computing, Blockchain";"3 mois, 3 mois, 5 mois";15/01/2025;8
Francis;Robert;williamsnoah@yahoo.com;25;Informatique;"Java, SQL, DevOps";"DevOps, Machine Learning";Débutant;"Cloud Computing, Kubernetes";"5 mois, 6 mois, 6 mois";20/01/2025;5
Price;Stacy;bookerchristine@jones.com;20;Ingénierie;"DevOps, Cloud, Python";"Cloud, Java";Intermédiaire;"Blockchain, Deep Learning";"6 mois, 2 mois, 6 mois";05/02/2025;10
Bauer;Stacy;johnshepard@rollins.biz;34;Médecine;"DevOps, Machine Learning, SQL";"SQL, Cloud";Avancé;"Cloud Computing, Docker";"5 mois, 4 mois, 4 mois";15/02/2025;1
Parker;Lisa;hroberts@lopez.biz;28;Ingénierie;"Python, Java, SQL";"Python, Cloud";Avancé;"Docker, Blockchain";"1 mois, 3 mois, 2 mois";08/01/2025;4
Buck;Nicholas;umartinez@huynh.com;40;Médecine;"Python, SQL, Java";"Machine Learning, Python";Avancé;"Blockchain, Deep Learning";"6 mois, 6 mois, 3 mois";03/01/2025;9
Barton;John;alex10@yahoo.com;59;Médecine;"SQL, DevOps, Cloud";"Java, Gestion de projet";Débutant;"Docker, Cloud Computing";"3 mois, 3 mois, 1 mois";24/02/2025;5
Hill;Victoria;yolanda47@hotmail.com;36;Marketing;"DevOps, SQL, Java";"SQL, Python";Intermédiaire;"Docker, Kubernetes";"1 mois, 1 mois, 2 mois";05/01/2025;5
Hardy;Lauren;dwyatt@yahoo.com;59;Médecine;"Machine Learning, Python, DevOps";"Python, Java";Avancé;"Deep Learning, Blockchain";"1 mois, 2 mois, 1 mois";05/02/2025;3
Sullivan;William;zanderson@williamson.org;51;Médecine;"Python, Machine Learning, Cloud";"Java, Python";Intermédiaire;"Cloud Computing, Kubernetes";"6 mois, 6 mois, 1 mois";25/02/2025;9
Sanchez;Robert;fwalker@anderson-blackburn.com;51;Médecine;"DevOps, Machine Learning, Gestion de projet";"Machine Learning, Python";Intermédiaire;"Blockchain, Cloud Computing";"5 mois, 5 mois, 5 mois";23/01/2025;6
Hogan;David;blankenshipchristopher@hernandez-phillips.info;37;Ingénierie;"Cloud, Python, Machine Learning";"Java, Python";Débutant;"Blockchain, Docker";"4 mois, 5 mois, 2 mois";07/01/2025;2
